6,6,TX,Chambers County,122724
3,12,TX,Kenedy County,192201
3,8,TX,Glasscock County,142130
5,15,TX,Franklin County,4937
2,6,TX,Frio County,131288
1,6,TX,Freestone County,177743
3,10,TX,Mills County,31396
3,10,TX,Kerr County,113817
5,7,TX,Liberty County,90969
1,16,TX,Hill County,210770
2,7,TX,Maverick County,61657
3,17,TX,Austin County,0
6,9,TX,Hill County,187507
2,17,TX,Dickens County,115904
3,1,TX,Edwards County,98514
5,17,TX,Concho County,98777
4,6,TX,Hamilton County,183575
6,18,TX,Real County,209408
1,11,TX,Llano County,185871
2,15,TX,Midland County,149750
2,13,TX,Lynn County,214870
3,11,TX,Jack County,118372
6,4,TX,Bell County,0
3,9,TX,Goliad County,118558
1,7,TX,Panola County,233635
6,8,TX,Franklin County,121716
6,14,TX,Houston County,120785
3,8,TX,Lubbock County,124667
3,6,TX,Marion County,145349
1,8,TX,Palo Pinto County,33112
1,5,TX,Dallas County,157538
4,8,TX,Ochiltree County,34360
2,13,TX,Fayette County,250000
3,9,TX,Ward County,133659
3,4,TX,Titus County,74949
4,7,TX,Pecos County,77048
1,13,TX,Bell County,145848
3,3,TX,Collingsworth County,220216
5,12,TX,Reeves County,69689
5,8,TX,Bell County,144384
2,7,TX,Pecos County,93100
6,4,TX,Hutchinson County,120133
3,10,TX,Stonewall County,109517
1,18,TX,Milam County,37615
4,2,TX,Hudspeth County,150406
6,8,TX,Hemphill County,182085
3,6,TX,Childress County,131332
2,13,TX,Burnet County,249032
1,9,TX,Winkler County,77209
1,8,TX,DeWitt County,30579
5,5,TX,Austin County,88887
5,13,TX,Loving County,169763
2,7,TX,Hardeman County,42449
2,6,TX,Upton County,97912
4,8,TX,Swisher County,88788
4,13,TX,San Augustine County,212796
4,1,TX,Parker County,160668
4,18,TX,Burnet County,223294
3,17,TX,Cooke County,64557
4,13,TX,San Augustine County,60825
4,3,TX,Gray County,102904
6,6,TX,Limestone County,123403
4,2,TX,Atascosa County,0
5,10,TX,Fayette County,19945
5,15,TX,Bandera County,105807
5,10,TX,Lipscomb County,120093
6,13,TX,Eastland County,37024
4,11,TX,San Patricio County,83346
3,16,TX,Pecos County,47876
4,99,TX,Fort Bend County,38702
4,1,TX,Kerr County,206148
3,7,TX,Bandera County,250000
6,10,TX,Jefferson County,162722
6,1,TX,Jasper County,79693
3,2,TX,Armstrong County,123225
3,18,TX,Liberty County,91325
5,18,TX,Comanche County,161595
3,10,TX,Hale County,83919
2,7,TX,Starr County,71787
3,13,TX,Karnes County,92526
2,8,TX,Guadalupe County,30206
4,10,TX,Gaines County,164947
2,16,TX,Jefferson County,103059
4,17,TX,Haskell County,238531
6,16,TX,Potter County,110053
4,8,TX,Comal County,141492
3,8,TX,Midland County,177977
5,12,TX,Jefferson County,115766
4,12,TX,Winkler County,31194
3,1,TX,Rusk County,132496
6,5,TX,Freestone County,178733
3,11,TX,Terry County,86415
6,18,TX,Burnet County,213703
1,1,TX,Menard County,165266
3,6,TX,Andrews County,203310
2,15,TX,Blanco County,56882
1,12,TX,Coleman County,97382
4,9,TX,Delta County,134129
1,3,TX,Jim Hogg County,109850
3,15,TX,Roberts County,152987
4,6,TX,Childress County,224715
3,11,TX,Tarrant County,110886
2,9,TX,Eastland County,159898
3,9,TX,Fort Bend County,167180
2,12,TX,DeWitt County,147879
6,18,TX,Haskell County,197336
3,6,TX,Zavala County,250000
2,4,TX,San Jacinto County,166042
1,15,TX,Bee County,93614
5,18,TX,Orange County,208029
1,5,TX,Baylor County,154762
6,10,TX,Guadalupe County,127596
4,14,TX,Concho County,146062
1,14,TX,Lee County,250000
3,4,TX,Brooks County,203864
5,12,TX,Wheeler County,113560
2,11,TX,Bandera County,87380
5,9,TX,Upshur County,139388
3,18,TX,Zapata County,0
3,11,TX,San Augustine County,128090
4,4,TX,King County,242928
6,13,TX,Andrews County,153651
5,4,TX,Ellis County,250000
5,9,TX,Jefferson County,111865
5,6,TX,Tyler County,177397
1,13,TX,Roberts County,97996
5,4,TX,Clay County,182223
5,14,TX,Wichita County,200706
6,11,TX,Foard County,0
3,13,TX,Andrews County,135421
6,9,TX,Stonewall County,93803
6,4,TX,Upshur County,124150
2,12,TX,Burnet County,102124
4,16,TX,Gonzales County,64612
4,18,TX,Falls County,188098
4,15,TX,Lee County,166822
2,16,TX,Dawson County,132068
2,18,TX,Ector County,6251
2,6,TX,Edwards County,0
2,11,TX,Garza County,250000
2,2,TX,Wharton County,138257
6,4,TX,Ward County,120149
3,4,TX,Nolan County,167275
3,7,TX,Marion County,111238
4,17,TX,McLennan County,220320
4,10,TX,Brazoria County,96081
4,8,TX,Schleicher County,98412
3,11,TX,Blanco County,65222
5,13,TX,Bandera County,95105
6,1,TX,Floyd County,151476
4,9,TX,Motley County,148578
1,6,TX,Grimes County,98083
3,3,TX,Bastrop County,145368
2,18,TX,Nueces County,176940
3,16,TX,Nueces County,111418
5,10,TX,Grayson County,134726
2,7,TX,Chambers County,193308
1,10,TX,Duval County,10735
1,8,TX,Hartley County,224307
2,14,TX,Montague County,91966
3,8,TX,Live Oak County,224177
4,10,TX,La Salle County,72384
1,9,TX,Donley County,159800
4,5,TX,Runnels County,66416
3,6,TX,Edwards County,153666
4,6,TX,Irion County,184903
6,10,TX,Andrews County,144353
6,4,TX,Coryell County,132473
5,10,TX,Newton County,156239
4,9,TX,Dickens County,250000
5,6,TX,Upton County,250000
3,15,TX,Cottle County,124469
4,1,TX,Grayson County,155225
5,7,TX,Kinney County,199936
5,11,TX,Moore County,86864
6,10,TX,DeWitt County,93656
4,11,TX,Coleman County,88193
6,1,TX,McMullen County,112705
5,6,TX,Coke County,199370
6,8,TX,Sterling County,103461
3,4,TX,Ector County,145353
3,17,TX,Chambers County,196018
4,5,TX,Galveston County,8080
6,7,TX,McMullen County,33033
1,14,TX,Wichita County,44784
6,7,TX,Schleicher County,239659
3,1,TX,Garza County,118957
3,1,TX,Stephens County,160580
2,11,TX,Willacy County,160491
5,2,TX,Leon County,250000
5,9,TX,Hall County,163523
6,8,TX,Wheeler County,126478
6,4,TX,Runnels County,25695
3,10,TX,Hale County,131894
2,7,TX,Washington County,30656
5,13,TX,Galveston County,88386
4,9,TX,Austin County,153162
5,9,TX,Guadalupe County,68026
3,8,TX,Coleman County,115459
2,1,TX,Red River County,35265
4,13,TX,Floyd County,241613
2,10,TX,Scurry County,143882
6,14,TX,Fayette County,89585
4,10,TX,Potter County,250000
4,7,TX,Titus County,131993
5,11,TX,Freestone County,25626
6,5,TX,Palo Pinto County,133874
1,8,TX,Montague County,161268
2,10,TX,Hill County,138014
4,10,TX,El Paso County,130996
1,11,TX,Travis County,60589
6,8,TX,Polk County,202744
1,14,TX,DeWitt County,144624
4,18,TX,San Patricio County,115186
1,16,TX,Reeves County,60489
1,7,TX,Lynn County,24374
5,13,TX,Karnes County,156125
6,6,TX,Bandera County,68561
6,6,TX,Val Verde County,108331
1,12,TX,Comanche County,222958
6,6,TX,Tom Green County,37111
4,3,TX,Victoria County,75642
2,5,TX,Martin County,70611
3,9,TX,Burnet County,113576
1,2,TX,Harris County,172229
4,13,TX,Franklin County,161030
1,11,TX,Travis County,111670
4,1,TX,Scurry County,202750
5,11,TX,Anderson County,10147
3,7,TX,Hardeman County,94458
6,16,TX,Cherokee County,72935
5,6,TX,Potter County,42860
6,8,TX,Gregg County,140638
2,15,TX,Bailey County,97828
6,6,TX,Hartley County,159007
1,17,TX,Maverick County,104034
4,10,TX,Young County,190974
3,17,TX,Val Verde County,97535
2,12,TX,McMullen County,55868
1,15,TX,Walker County,118252
5,9,TX,Parmer County,59145
3,4,TX,DeWitt County,211380
5,13,TX,Gonzales County,124733
5,13,TX,Terry County,179420
3,12,TX,Duval County,148199
6,7,TX,Uvalde County,37383
4,16,TX,Sherman County,107595
4,9,TX,Smith County,88461
2,14,TX,Tarrant County,223489
2,5,TX,Orange County,206633
2,4,TX,Edwards County,133647
4,5,TX,Jasper County,122066
3,10,TX,Goliad County,67494
6,10,TX,Franklin County,109046
5,5,TX,Austin County,83220
1,15,TX,Yoakum County,56151
1,5,TX,Waller County,46572
1,2,TX,Lipscomb County,132783
5,4,TX,Lamb County,136445
1,3,TX,Runnels County,147590
2,12,TX,Fort Bend County,6118
6,11,TX,Erath County,119872
1,9,TX,Dawson County,0
3,11,TX,Freestone County,29650
1,9,TX,Limestone County,0
5,7,TX,Brazoria County,49134
,8,TX,Wise County,97068
4,15,TX,Blanco County,173287
6,10,TX,Young County,30293
1,8,TX,Jim Wells County,89840
2,12,TX,Grimes County,139855
1,9,TX,Maverick County,111341
3,14,TX,Palo Pinto County,0
3,3,TX,Milam County,117039
1,3,TX,Camp County,169975
6,2,TX,Jim Hogg County,143845
6,8,TX,Kleberg County,186834
2,9,TX,Dimmit County,40006
5,4,TX,Presidio County,181929
5,9,TX,Orange County,109936
6,4,TX,Gaines County,155552
3,11,TX,Zavala County,164038
4,6,TX,Dawson County,164828
2,12,TX,La Salle County,58284
2,13,TX,San Jacinto County,156407
5,1,TX,Shelby County,70558
3,8,TX,Franklin County,66989
5,12,TX,Jim Hogg County,157069
1,13,TX,Real County,125522
4,17,TX,Fayette County,188162
2,13,TX,Comanche County,95876
3,10,TX,Van Zandt County,201209
1,8,TX,Madison County,103583
6,6,TX,Dallam County,182421
1,18,TX,Rains County,55081
6,6,TX,Mills County,124462
3,17,TX,Gregg County,43790
1,3,TX,Runnels County,111673
3,8,TX,Haskell County,122534
4,12,TX,Dickens County,194927
6,18,TX,Burleson County,158420
3,10,TX,Nolan County,197358
3,13,TX,Sterling County,243264
6,14,TX,Jim Hogg County,231812
4,15,TX,Refugio County,106397
3,7,TX,Nacogdoches County,174354
1,5,TX,Navarro County,63946
3,14,TX,Reagan County,164122
2,5,TX,Montgomery County,71791
4,4,TX,Lavaca County,250000
4,6,TX,Camp County,24956
3,5,TX,Coryell County,90186
2,2,TX,Real County,51069
4,5,TX,Austin County,139665
1,5,TX,Mason County,241421
3,17,TX,Bandera County,136390
4,5,TX,Borden County,141939
3,7,TX,Travis County,91797
2,5,TX,Burleson County,61473
4,5,TX,Tom Green County,131326
1,9,TX,Freestone County,170660
3,11,TX,Howard County,87632
4,9,TX,Lamar County,27575
3,14,TX,Rains County,138282
4,13,TX,Presidio County,155427
4,11,TX,Swisher County,40478
3,1,TX,Delta County,217476
5,10,TX,Carson County,145357
1,8,TX,Bee County,1791
4,12,TX,Fayette County,170084
5,14,TX,Hays County,115306
3,6,TX,Upshur County,50999
6,7,TX,Leon County,72266
1,7,TX,Starr County,84848
5,9,TX,Nueces County,47082
1,13,TX,Robertson County,197824
2,18,TX,Hopkins County,217092
6,10,TX,Lamb County,250000
3,1,TX,Hardin County,125169
5,15,TX,Hood County,190677
4,8,TX,Burnet County,239424
1,10,TX,Shelby County,90748
2,15,TX,La Salle County,48791
5,10,TX,Terry County,184007
3,2,TX,Upshur County,115408
6,7,TX,Brooks County,186789
1,4,TX,Ector County,107329
5,4,TX,Grimes County,68421
5,7,TX,Gaines County,144474
4,10,TX,Marion County,106354
6,9,TX,Sherman County,119955
2,11,TX,Maverick County,80310
4,5,TX,Real County,166659
3,8,TX,Oldham County,74358
2,10,TX,Willacy County,77177
4,16,TX,Yoakum County,222825
3,11,TX,Hamilton County,17597
1,10,TX,Borden County,102739
6,12,TX,Young County,119819
2,2,TX,Bastrop County,148201
3,8,TX,Burnet County,79315
3,13,TX,Gaines County,129616
4,4,TX,Coleman County,58392
4,6,TX,Willacy County,250000
4,3,TX,Lubbock County,170307
4,1,TX,Uvalde County,138781
1,9,TX,Marion County,190903
2,18,TX,Childress County,131910
2,6,TX,Refugio County,200556
3,9,TX,Atascosa County,0
6,7,TX,Winkler County,53408
6,1,TX,Uvalde County,32564
6,1,TX,Taylor County,160590
1,9,TX,Hardeman County,149243
1,10,TX,Brooks County,226746
6,12,TX,Culberson County,128251
3,5,TX,Bastrop County,98336
5,2,TX,Runnels County,138015
3,11,TX,McCulloch County,100461
4,12,TX,Lavaca County,46037
3,15,TX,Angelina County,88033
5,16,TX,Ward County,25138
2,10,TX,Travis County,62155
4,14,TX,Hale County,65980
2,11,TX,Gray County,146405
3,8,TX,Bandera County,156622
4,12,TX,Hutchinson County,126405
4,7,TX,El Paso County,175024
2,8,TX,Comanche County,107453
3,5,TX,Jeff Davis County,231992
3,10,TX,Hidalgo County,132870
2,13,TX,Swisher County,55703
3,12,TX,Calhoun County,171767
2,10,TX,Newton County,216335
6,17,TX,Denton County,57438
5,17,TX,Jackson County,69348
3,17,TX,Maverick County,57774
1,9,TX,La Salle County,121884
1,6,TX,Calhoun County,112445
4,10,TX,Eastland County,0
2,7,TX,Hale County,192688
2,10,TX,Kinney County,149192
2,12,TX,Real County,128197
5,7,TX,Comanche County,155915
1,9,TX,Terry County,145121
1,15,TX,Anderson County,18390
4,16,TX,Swisher County,79992
1,8,TX,Roberts County,97027
1,1,TX,Edwards County,170479
3,2,TX,Parmer County,66446
1,5,TX,Fort Bend County,191068
2,7,TX,Nacogdoches County,58553
5,6,TX,La Salle County,118967
3,11,TX,Upshur County,105184
6,18,TX,Gray County,250000
2,18,TX,Hudspeth County,186324
5,8,TX,Runnels County,145870
1,,TX,Cottle County,23766
1,1,TX,Baylor County,166216
4,17,TX,Bell County,144462
6,1,TX,Navarro County,155398
1,2,TX,Briscoe County,189532
3,8,TX,Dallas County,201228
3,9,TX,San Jacinto County,186251
6,9,TX,Reeves County,127975
2,18,TX,Edwards County,138882
2,11,TX,Fannin County,131535
3,7,TX,San Saba County,27695
3,13,TX,Hudspeth County,120143
2,13,TX,Wichita County,184993
2,5,TX,Palo Pinto County,126386
2,5,TX,Stonewall County,66366
3,11,TX,Castro County,43683
3,1,TX,Dawson County,21438
5,11,TX,Tyler County,143161
5,8,TX,Jefferson County,146563
5,7,TX,Bell County,79601
4,17,TX,Nacogdoches County,171272
6,6,TX,Wheeler County,163878
6,6,TX,Concho County,110479
6,7,TX,Marion County,200785
4,8,TX,Cooke County,92286
4,9,TX,Angelina County,113037
4,1,TX,Refugio County,196158
1,13,TX,Hemphill County,19513
2,10,TX,Erath County,88684
2,12,TX,Kenedy County,133239
4,4,TX,Polk County,175725
2,16,TX,Willacy County,159017
6,11,TX,Falls County,17345
3,1,TX,Tom Green County,195262
2,4,TX,Walker County,40015
3,6,,Borden County,61118
6,7,TX,Bastrop County,163121
5,7,TX,Henderson County,119120
4,9,TX,Webb County,61399
4,5,TX,Brooks County,101939
5,14,TX,DeWitt County,172041
1,4,TX,Chambers County,55490
6,9,TX,Liberty County,37196
4,9,TX,Cottle County,999999
6,8,TX,Cooke County,226174
3,1,TX,Robertson County,141604
1,6,TX,Parmer County,65746
5,3,TX,Oldham County,65488
3,13,TX,Jim Wells County,166755
2,16,TX,Lynn County,157889
4,7,TX,Duval County,132657
6,9,TX,Lamar County,167153
6,15,TX,Rains County,160852
4,5,TX,Willacy County,185001
4,12,TX,Cherokee County,54668
2,4,TX,Hill County,123433
4,16,TX,Chambers County,168477
5,13,TX,Midland County,0
2,8,TX,Ochiltree County,129748
1,13,TX,Cherokee County,179032
1,10,TX,Mason County,131258
1,8,TX,Kerr County,206672
1,14,TX,Johnson County,95479
1,12,TX,Frio County,114133
4,8,TX,McCulloch County,96751
3,6,TX,Lampasas County,207973
2,1,TX,Taylor County,200178
5,13,TX,Madison County,0
1,9,TX,Taylor County,132452
3,12,TX,Andrews County,100750
4,17,TX,Bell County,114763
4,7,TX,Henderson County,91113
3,13,TX,Crockett County,135902
5,11,TX,Knox County,98816
6,14,TX,Hardeman County,1088
1,8,TX,Reagan County,201371
6,12,TX,Marion County,82530
5,7,TX,Somervell County,53735
6,15,TX,Brooks County,136588
4,2,TX,Collin County,77030
6,5,TX,Maverick County,139399
5,18,TX,Gonzales County,105812
4,15,TX,Tyler County,165929
2,18,TX,Brewster County,126245
5,2,TX,Gray County,55265
3,18,TX,Duval County,154485
3,16,TX,Jeff Davis County,152307
1,9,TX,Sutton County,75662
1,10,TX,Runnels County,63118
5,13,TX,Castro County,124966
4,8,TX,Collingsworth County,6909
2,6,TX,Burnet County,84932
1,14,TX,Hall County,44401
4,11,TX,Ochiltree County,10738
6,1,TX,Caldwell County,239773
4,11,TX,Cooke County,205111
2,6,TX,Winkler County,188414
6,17,TX,Upton County,90114
6,4,TX,Karnes County,213210
5,8,TX,Milam County,170642
4,18,TX,Edwards County,89505
2,10,TX,Roberts County,153809
1,12,TX,Mills County,153899
5,9,TX,San Jacinto County,250000
1,18,TX,Palo Pinto County,136388
4,17,TX,Schleicher County,95177
4,10,TX,Young County,131212
5,5,TX,Bowie County,199458
6,8,TX,Sherman County,179706
3,1,TX,Wilbarger County,154143
3,14,TX,Val Verde County,94899
5,11,TX,Goliad County,229047
1,1,TX,Waller County,123713
4,11,TX,Baylor County,101472
4,9,TX,Titus County,94150
6,8,TX,Jim Hogg County,163375
2,11,TX,Madison County,8285
